MOHCD Development ID,Development Name,Planning Approval Address,Marketing Address,Development Zip Code,Latitude and Longitude (Latitude),Latitude and Longitude (Longitude),Supervisor District,City Analysis Neighborhood,Planning Neighborhood,OCII Project Area,Lead Agency,Tenure,Development Type,Housing Program,Estimated/Actual Construction Start Date,# Income-Restricted Residential Units,# SRO Units,# Studios Units,# 1 Bedroom Units,# 2 Bedroom Units,# 3 Bedroom Units,# 4 Bedroom Units,# 5+ Bedroom Units,# Senior Units,# TAY Units,# Homeless Units,# LOSP Units,# VASH Units,# Market Rate Units,# Manager Units,Location
2006-015,Venn,1844 Market St,1844 Market St,94102,37.7714348,-122.4243715,8,Hayes Valley,Western Addition,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,14,0,0,8,6,0,0,0,0,0,0,0,0,0,0,POINT (-122.4243715 37.7714348)
2008-003,Vera Haile Senior Housing,129 Golden Gate Ave,129 Golden Gate Ave,94102,37.7818788,-122.4127046,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,New Construction,Multifamily Rental Program,08/10/2012,90,0,43,46,1,0,0,0,0,0,3,3,0,0,1,POINT (-122.4127046 37.7818788)
1998-008,Veterans Academy,1030 Girard Rd,1030 Girard Rd,94129,37.8019252,-122.4532259,2,Presidio,Presidio,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,109,109,0,0,0,0,0,0,0,0,0,0,0,0,1,POINT (-122.4532259 37.8019252)
2008-033,Veterans Commons,150 Otis St,150 Otis St,94103,37.7708408,-122.4204903,6,Mission,South of Market,Not in an OCII Project Area,MOHCD/SFRA,Rental,Rehabilitation,Multifamily Rental Program,,76,0,76,0,0,0,0,0,0,0,15,0,0,0,1,POINT (-122.4204903 37.7708408)
1995-010,Walden Adolescent,214 Haight St,214 Haight St,94102,37.7730008,-122.426358,5,Hayes Valley,Western Addition,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Transitional,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.426358 37.7730008)
2004-029,Walden House,815 Buena Vista Ave,815 Buena Vista Ave,94117,37.7694072,-122.4431188,8,Haight Ashbury,Haight Ashbury,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4431188 37.7694072)
2016-038,Washburn Hotel,42 Washburn St,38-42 Washburn St,94103,37.7753035,-122.4146121,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD/SFRA,Rental,Rehabilitation,Transitional,01/01/2019,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4146121 37.7753035)
2012-015,Waterbend,5800 3rd St,5880 3rd St,94124,37.7249619,-122.3958438,10,Bayview Hunters Point,Bayview,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,12/15/2014,20,0,0,12,8,0,0,0,0,0,0,0,0,0,0,POINT (-122.3958438 37.7249619)
1991-008,Webster Apartments,650 Webster St,650 Webster St,94102,37.7767173,-122.4294072,5,Hayes Valley,Western Addition,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4294072 37.7767173)
2002-016,West Hotel,141 Eddy St,141 Eddy St,94102,37.7840577,-122.4099743,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD/SFRA,Rental,Rehabilitation,Multifamily Rental Program,,106,106,0,0,0,0,0,0,0,0,9,0,0,0,1,POINT (-122.4099743 37.7840577)
2013-040,Westbrook Apartments,40 Harbor Rd,40 Harbor Rd,94124,37.7319076,-122.3779384,10,Bayview Hunters Point,Bayview,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Rental Assistance Demonstration Program,11/07/2016,222,0,0,4,59,115,33,11,0,0,0,0,0,0,2,POINT (-122.3779384 37.7319076)
2002-023,Westbrook Plaza,227-255 7th St,227-255 7th St,94103,37.77766,-122.40866,6,South of Market,South of Market,South of Market,SFRA,Rental,New Construction,Multifamily Rental Program,,49,0,0,14,21,14,0,0,0,0,0,0,0,0,1,POINT (-122.40866 37.77766)
2012-017,Western Park Apts.,1280 Laguna St,1280 Laguna St,94109,37.7827204,-122.4273014,5,Western Addition,Western Addition,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,09/03/2013,182,0,39,135,8,0,0,0,0,0,0,0,0,0,0,POINT (-122.4273014 37.7827204)
2013-041,Westside Courts,2501 Sutter St,2501 Sutter St,94115,37.7848519,-122.4417036,5,Japantown,Western Addition,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Rental Assistance Demonstration Program,11/09/2016,136,0,0,84,24,20,8,0,0,0,0,0,0,0,2,POINT (-122.4417036 37.7848519)
1990-003,William Penn Hotel,160 Eddy St,160 Eddy St,94102,37.7845452,-122.4103231,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,91,89,0,2,0,0,0,0,0,0,10,0,0,0,0,POINT (-122.4103231 37.7845452)
2007-005,Willie B Kennedy Senior Housing (Rosa Parks II),1239 Turk St,1239 Turk St,94115,37.780705,-122.4295153,5,Western Addition,Western Addition,Not in an OCII Project Area,MOHCD,Rental,New Construction,Multifamily Rental Program,12/23/2013,98,0,32,65,1,0,0,0,0,0,0,0,0,0,1,POINT (-122.4295153 37.780705)
2014-011,Windsor at Dogpatch,1201-1225 Tennessee St,2660 3rd St,94107,37.756107,-122.3882969,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,04/27/2015,34,0,18,9,16,1,0,0,0,0,0,0,0,10,0,POINT (-122.3882969 37.756107)
2003-029,Winfield Design International,2690 Harrison St,3000 23rd St,94110,37.7545011,-122.4124817,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,12/07/2004,7,0,0,4,3,0,0,0,0,0,0,0,0,0,0,POINT (-122.4124817 37.7545011)
2007-018,Winsor Hotel,20 6th St,20 6th St,94103,37.7818206,-122.4100516,6,South of Market,South of Market,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Multifamily Rental Program,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4100516 37.7818206)
1984-001,Women's Hope,2261 Bryant St,2261 Bryant St,94110,37.7583066,-122.4094286,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Transitional,,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4094286 37.7583066)
1982-003,Woolf House III,240 4th St,240 4th St,94103,37.782555,-122.402188,6,South of Market,South of Market,Yerba Buena Center,MOHCD/SFRA,Rental,New Construction,Multifamily Rental Program,,30,0,12,18,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.402188 37.782555)
1993-006,Woolsey Apartments,195 Woolsey St,195 Woolsey St,94134,37.724804,-122.403371,9,Portola,Excelsior,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.403371 37.724804)
1982-008,Yosemite Apartments,480 Eddy St,480 Eddy St,94109,37.7837883,-122.4155723,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,03/15/2023,32,0,31,1,0,0,0,0,0,0,0,0,0,0,1,POINT (-122.4155723 37.7837883)
2006-022,Zygmunt Arendt House,850 Broderick St,850 Broderick St,94115,37.778324,-122.4400168,5,Western Addition,Western Addition,Not in an OCII Project Area,MOHCD,Rental,New Construction,Multifamily Rental Program,,47,0,47,0,0,0,0,0,0,0,47,31,0,0,0,POINT (-122.4400168 37.778324)
2015-004,1 Franklin,1 Franklin St,11 Franklin St,94102,37.7744231,-122.420954,6,Hayes Valley,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,04/14/2015,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.420954 37.7744231)
1991-001,100 Diana,100 Bl Diana St,331 Thornton St,94124,37.7311277,-122.3962741,10,Bayview Hunters Point,Bayview,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,POINT (-122.3962741 37.7311277)
1979-002,100 Parker,100 Parker Av,100 Parker Ave,94118,37.7837838,-122.4544011,2,Presidio Heights,Presidio Heights,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,4,0,1,2,0,0,0,0,3,0,0,0,0,0,0,POINT (-122.4544011 37.7837838)
2013-018,1001 17th Street,1001 17th St,1001 17th St,94107,37.7650727,-122.3940731,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,09/25/2014,5,0,1,2,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.3940731 37.7650727)
2001-022,1009 Mission Street (Habitat),1009 Mission St,1009 Mission St,94103,37.78055,-122.408867,6,South of Market,South of Market,Not in an OCII Project Area,SFRA,Ownership,New Construction,Limited Equity Program,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.408867 37.78055)
1994-018,101 Valencia,101 Valencia St,101 Valencia St,94103,37.7716423,-122.4225774,6,Mission,South of Market,Not in an OCII Project Area,SFRA,Ownership,Rehabilitation,City Second Loan Program,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4225774 37.7716423)
1986-002,1030 Bush,1030 Bush St,1030 Bush St,94109,37.7896562,-122.414318,3,Nob Hill,Nob Hill,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.414318 37.7896562)
1989-015,105 12th Ave,1101 Lake St,105 12th Ave,94118,37.7861508,-122.4712336,1,Inner Richmond,Inner Richmond,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4712336 37.7861508)
1988-014,1085 Page,1085 Page St,1085 Page St,94117,37.7719191,-122.4387207,5,Haight Ashbury,Haight Ashbury,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4387207 37.7719191)
1995-003,1099 Mississippi,1099 Mississippi St,1099 Mississippi St,94107,37.7527541,-122.3933208,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,POINT (-122.3933208 37.7527541)
2010-026,11 3rd Ave,11 03rd Av,11 3rd Ave,94118,37.787079,-122.4616733,1,Inner Richmond,Presidio Heights,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4616733 37.787079)
1982-015,1101-03 Lake,103 12th Av,103 12th Ave,94118,37.7861508,-122.4712336,1,Inner Richmond,Inner Richmond,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4712336 37.7861508)
1983-017,1145 Pine,1145 Pine St,1145 Pine St,94109,37.7901344,-122.4147638,3,Nob Hill,Nob Hill,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,20,0,1,4,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4147638 37.7901344)
1978-002,1145-1155 Filbert,1155 Filbert St,1145-1155 Filbert St,94109,37.8002473,-122.4184605,3,Russian Hill,Russian Hill,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,POINT (-122.4184605 37.8002473)
2005-016,1158 Sutter,1158 Sutter St,1158 Sutter St,94109,37.7880227,-122.4195931,3,Nob Hill,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4195931 37.7880227)
2015-039,1198 Valencia,1198 Valencia St,1188 Valencia St,94110,37.7539098,-122.4211624,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,09/23/2016,6,0,1,2,3,0,0,0,0,0,0,0,0,0,0,POINT (-122.4211624 37.7539098)
1982-016,1200 Gough,1200 Gough St,1200 Gough St,94109,37.7849434,-122.4242824,2,Western Addition,Western Addition,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4242824 37.7849434)
1995-021,1213 & 1215 Scott (Affordable Condo Program WA-A2),1215 Scott St,1213 & 1215 Scott St,94115,37.7813068,-122.4375893,5,Western Addition,Western Addition,Western Addition-Area 2,SFRA,Ownership,Rehabilitation,Limited Equity Program,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4375893 37.7813068)
1979-001,1220 La Playa,1220 La Playa,1220 La Playa St,94122,37.763517,-122.5090298,4,Sunset/Parkside,Outer Sunset,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,24,0,0,11,12,0,0,0,0,0,0,0,0,0,0,POINT (-122.5090298 37.763517)
2002-003,1234 Howard,1234 Howard St,1234 Howard St,94103,37.7758826,-122.4123621,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4123621 37.7758826)
1978-001,1242 Sacramento,1242 Sacramento St,1242 Sacramento St,94109,37.792652,-122.4133936,3,Nob Hill,Nob Hill,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,14,0,1,7,6,0,0,0,0,0,0,0,0,0,0,POINT (-122.4133936 37.792652)
1983-003,125-135 Gardenside,125-135 Gardenside Dr,125-135 Gardenside Dr,94131,37.7532687,-122.4454064,8,Twin Peaks,Twin Peaks,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4454064 37.7532687)
2000-021,1268-1270 S. Van Ness Avenue (Habitat),1270 South Van Ness Av,1268-1270 South Van Ness Ave,94110,37.752849,-122.41666,9,Mission,Mission,Not in an OCII Project Area,SFRA,Ownership,New Construction,Limited Equity Program,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.41666 37.752849)
2017-010,1298 Howard,1298 Howard St,1298 Howard St,94103,37.7754219,-122.4130454,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,01/01/2019,17,0,4,6,7,0,0,0,0,0,0,0,0,0,0,POINT (-122.4130454 37.7754219)
1996-001,1301 San Jose,30 Milton St,368 Bosworth St,94112,37.7335207,-122.4299514,8,Outer Mission,Bernal Heights,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,POINT (-122.4299514 37.7335207)
1989-016,132 Broderick,132 Broderick St,132 Broderick St,94117,37.7718826,-122.4386912,5,Haight Ashbury,Haight Ashbury,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4386912 37.7718826)
1987-012,1320 Lyon,1320 Lyon St,1320 Lyon St,94115,37.783141,-122.444213,2,Presidio Heights,Western Addition,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.444213 37.783141)
1985-008,1335 Filbert,1335 Filbert St,1335 Filbert St,94109,37.7996192,-122.4215521,3,Russian Hill,Russian Hill,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4215521 37.7996192)
2008-024,1355 Pacific,1355 Pacific Ave,1355 Pacifc Ave,94109,37.7953364,-122.4175701,3,Russian Hill,Nob Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4175701 37.7953364)
1984-021,1360 Montgomery,1360 Montgomery St,1360 Montgomery St,94133,37.8017784,-122.4044008,3,North Beach,North Beach,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4044008 37.8017784)
1984-022,136A Belvedere,136A Belvedere St,136A Belvedere St,94117,37.768015,-122.448983,8,Haight Ashbury,Haight Ashbury,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,POINT (-122.448983 37.768015)
1999-005,140 South Van Ness / 1655 Mission,140 South Van Ness Ave,140 South Van Ness Ave,94103,37.7715915,-122.4185191,6,Mission,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,23,0,4,11,8,0,0,0,0,0,0,0,0,0,0,POINT (-122.4185191 37.7715915)
2013-059a,1400 Mission-Ownership,1400 Mission St,1400 Mission St,94103,37.77528,-122.41649,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,167,0,4,53,93,17,0,0,0,0,0,0,0,0,0,POINT (-122.41649 37.77528)
1998-026b,1415 Indiana-Ownership,1415 Indiana St,1415 Indiana St,94107,37.7523234,-122.3902739,10,Bayview Hunters Point,Potrero Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,06/20/2000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.3902739 37.7523234)
1987-011,142-F Henry,142-F Henry St,142-F Henry St,94114,37.766843,-122.434322,8,Castro/Upper Market,Castro/Upper Market,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.434322 37.766843)
1991-013,142-R Henry,142-R Henry St,142-R Henry St,94114,37.766843,-122.434322,8,Castro/Upper Market,Castro/Upper Market,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.434322 37.766843)
2014-015,1433 Bush Street,1433 Bush St,1433 Bush St,94109,37.7885204,-122.4209737,3,Nob Hill,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,03/22/2018,6,0,2,2,0,2,0,0,0,0,0,0,0,0,0,POINT (-122.4209737 37.7885204)
2010-027,1435 Bay,1435 Bay St,1435 Bay St,94123,37.8032376,-122.4306535,2,Marina,Marina,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4306535 37.8032376)
1982-013,1441 Jones,1441 Jones St,1441 Jones St,94109,37.7945826,-122.4151808,3,Nob Hill,Nob Hill,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4151808 37.7945826)
1981-008,1441-1447 Page,1447 Page St,1447 Page St,94117,37.770986,-122.444514,5,Haight Ashbury,Haight Ashbury,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.444514 37.770986)
1987-017,1445 Vallejo,1445 Vallejo St,1445 Vallejo St,94109,37.7968,-122.421028,3,Russian Hill,Russian Hill,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.421028 37.7968)
2013-010,1450 Franklin,1450 Franklin St,1450 Franklin St,94109,37.7881104,-122.4232776,2,Western Addition,Western Addition,Western Addition-Area 2,OCII,Ownership,New Construction,Limited Equity Program,09/13/2013,9,0,1,4,4,0,0,0,0,0,0,0,0,0,0,POINT (-122.4232776 37.7881104)
2001-002,149 Fair Oaks,149 Fair Oaks St,149 Fair Oaks St,94110,37.7543274,-122.4240076,8,Mission,Mission,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4240076 37.7543274)
1983-020,150 Page,150 Page St,150 Page St,94102,37.7742747,-122.4234529,6,Hayes Valley,Western Addition,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4234529 37.7742747)
1986-007,1500 Francisco,1500 Francisco St,1500 Francisco St,94123,37.8027294,-122.4301575,2,Marina,Marina,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4301575 37.8027294)
1985-009,1552 Green,1552 Green St,1552 Green St,94123,37.7976892,-122.4248204,2,Marina,Marina,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4248204 37.7976892)
1981-010,1571 Clay,1571 Clay St,1571 Clay St,94109,37.792466,-122.418775,3,Nob Hill,Nob Hill,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,POINT (-122.418775 37.792466)
1998-007,1578 Indiana,1588 & 1598 Indiana St,1578 Indiana St,94107,37.7504715,-122.3908493,10,Bayview Hunters Point,Potrero Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.3908493 37.7504715)
2004-023,1587 15th,1905 Mission St,1587 15th St,94103,37.7665804,-122.41957,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,POINT (-122.41957 37.7665804)
2005-005,1598 Dolores,1598 Dolores St,1598 Dolores St,94110,37.7439266,-122.4247378,8,Noe Valley,Noe Valley,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,POINT (-122.4247378 37.7439266)
1983-011,160 Gardenside,160 Gardenside Dr,160 Gardenside Dr,94131,37.7543069,-122.4444679,8,Twin Peaks,Twin Peaks,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,2,0,2,4,0,0,0,0,0,0,0,0,0,4,0,POINT (-122.4444679 37.7543069)
2011-022,1600 Market,1600 Market St,31 Page St,94102,37.7740981,-122.4210613,6,Hayes Valley,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,08/28/2012,24,0,0,11,12,0,0,0,0,0,0,0,0,0,0,POINT (-122.4210613 37.7740981)
2002-024,1600 Webster Street,1600 Webster St,1600 Webster St,94115,37.785615,-122.4310507,5,Japantown,Western Addition,Western Addition-Area 2,SFRA,Ownership,New Construction,Limited Equity Program,,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4310507 37.785615)
2012-033,1632 Taylor,1632 Taylor St,1632 Taylor St,94133,37.7974814,-122.4134994,3,Nob Hill,Russian Hill,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4134994 37.7974814)
